/naive_goal0_run0,50.1779,111.132,111.132,0,0,1115
/naive_goal1_run0,188.032,110.072,110.072,0,0,2518
/naive_goal2_run0,16.4473,83.1505,83.1505,0,0,255
/naive_goal3_run0,203.672,204.927,204.927,0,0,4516
/naive_goal4_run0,16.4425,80.4129,80.4129,0,0,326
/naive_goal5_run0,1037.31,195.675,195.675,0,0,8768
/naive_goal6_run0,1141.03,206.779,206.779,0,0,11783
/naive_goal7_run0,238.884,207.317,207.317,0,0,3423
/naive_goal8_run0,1132.43,170.334,170.334,0,0,7634
/naive_goal9_run0,24.7546,101.977,101.977,0,0,167
/naive_goal10_run0,239.194,79.5227,79.5227,0,0,1570
/naive_goal0_run1,21.2917,83.7878,83.7878,0,0,155
/naive_goal1_run1,144.039,99.002,99.002,0,0,1899
/naive_goal0_run1,41.9141,94.1833,94.1833,0,0,711
/naive_goal1_run1,76.6834,106.519,106.519,0,0,1076
/naive_goal2_run1,7.57911,62.2106,62.2106,0,0,32
/naive_goal3_run1,141.536,163.122,163.122,0,0,2947
/naive_goal4_run1,22.1954,97.6293,97.6293,0,0,586
/naive_goal5_run1,260.314,205.387,205.387,0,0,4006
/naive_goal6_run1, 0.0, 0.0, 0.0, 0.0, 37419
/naive_goal7_run1,726.431,86.1954,86.1954,0,0,1191
/naive_goal8_run1,164.579,134.732,134.732,0,0,1791
/naive_goal9_run1,45.2441,97.8566,97.8566,0,0,133
/naive_goal10_run1,181.087,78.0394,78.0394,0,0,1469
/naive_goal11_run1,432.784,130.419,130.419,0,0,3490
/naive_goal12_run1,622.964,135.747,135.747,0,0,4381
/naive_goal13_run1,298.4,141.462,141.462,0,0,3213
/naive_goal14_run1,315.092,97.6984,97.6984,0,0,2295
/naive_goal15_run1,1524.17,161.499,161.499,0,0,4532
/naive_goal16_run0, 0.0, 0.0, 0.0, 0.0, 39085
