-0.94999999999999995559,-0.90000000000000002220
-0.85061836242675781250,-0.79768723249435424805
-0.85069847106933593750,-0.69642943143844604492
-0.84977370500564575195,-0.59627974033355712891
-0.75221788883209228516,-0.49318450689315795898
-0.65220236778259277344,-0.39277267456054687500
-0.56271004676818847656,-0.28960481286048889160
-0.47101569175720214844,-0.27790689468383789062
-0.37291368842124938965,-0.17952996492385864258
-0.26635840535163879395,-0.08535827696323394775
-0.17219768464565277100,-0.07743506133556365967
-0.05736845359206199646,-0.07273901253938674927
0.03987425193190574646,-0.07330240309238433838
0.13843111693859100342,-0.07598064094781875610
0.24591374397277832031,-0.06740795075893402100
0.34486010670661926270,-0.06779046356678009033
0.44583231210708618164,-0.15931853652000427246
0.54452180862426757812,-0.23788326978683471680
0.63447016477584838867,-0.32475185394287109375
0.72880202531814575195,-0.43044328689575195312
0.83014720678329467773,-0.53192675113677978516
0.83092093467712402344,-0.63251960277557373047
0.83092093467712402344,-0.73251962661743164062
0.93092095851898193359,-0.83251959085464477539
