Goal #,robust,robust,robust,robust,robust,naive,naive,naive,naive,naive,mean,mean,mean,mean,mean,
,fail rate, reached goal, tracking RMSE, path length, planning rate, fail rate, reached goal, tracking RMSE, path length, planning rate, fail rate, reached goal, tracking RMSE, path length, planning rate
0,0.0,0.0,2.9678827793535305,71.1806289554684,50.0,0.0,0.0,2.748527838617785,33.38897879797072,50.0,0.0,0.0,2.9008987801913135,39.9643208957807,50.0,
1,0.0,100.0,2.9791786063402848,66.927075385308,50.0,0.0,100.0,2.3302082643702664,40.490771458717184,50.0,0.0,100.0,2.9125400284371428,46.87946334443409,50.0,
2,0.0,0.0,4.445504037142268,49.43499590992465,50.0,0.0,0.0,3.157078764249583,67.05997679966706,50.0,0.0,0.0,2.502533274944085,62.87248328543105,50.0,
3,0.0,0.0,5.008679365294061,112.59910053038674,50.0,0.0,100.0,1.0131663013816952,29.66616356092867,50.0,0.0,100.0,1.9808970112077433,33.17685660174923,50.0,
