Goal #,robust,robust,robust,robust,robust,naive,naive,naive,naive,naive,mean,mean,mean,mean,mean,
,fail rate, reached goal, tracking RMSE, path length, planning rate, fail rate, reached goal, tracking RMSE, path length, planning rate, fail rate, reached goal, tracking RMSE, path length, planning rate
0,28.57142857142857,57.14285714285714,1.8861491463193596,68.53295315797399,50.0,100.0,0.0,5.818432002656199,59.184170985723135,50.0,40.0,0.0,2.46333190991945,51.221954209919886,50.0,
1,-,-,-,-,0,100.0,0.0,3.273584164123317,50.86494714113607,50.0,-,-,-,-,0,
2,20.0,80.0,0.6778251502090377,80.78657932225032,50.0,100.0,0.0,2.577962707198125,51.96192468241984,50.0,-,-,-,-,0,
3,0.0,44.44444444444444,1.772631256074086,52.646708533790076,50.0,-,-,-,-,0,0.0,22.22222222222222,1.865749003112283,55.57530168494603,50.0,
4,-,-,-,-,0,-,-,-,-,0,-,-,-,-,0,
5,-,-,-,-,0,-,-,-,-,0,-,-,-,-,0,
6,-,-,-,-,0,-,-,-,-,0,-,-,-,-,0,
