Goal #,robust,robust,robust,robust,naive,naive,naive,naive,mean,mean,mean,mean,
,fail rate, reached goal, tracking RMSE, path length, fail rate, reached goal, tracking RMSE, path length, fail rate, reached goal, tracking RMSE, path length
0,-,-,-,-,0.0,100.0,0.7499062441437904,54.5372840729245,0.0,100.0,0.8935338342753971,115.47235687759434,
1,0.0,100.0,1.2034116651804665,41.543329149006354,0.0,100.0,1.6742897292042962,23.68615557468286,0.0,100.0,2.301625281128729,116.62455921673046,
2,0.0,100.0,1.6608220518395904,39.880511828240024,0.0,100.0,2.0444327324004625,35.23300190919937,0.0,100.0,0.9070409805504753,46.42540975574501,
