Goal #,robust,robust,robust,robust,robust,naive,naive,naive,naive,naive,mean,mean,mean,mean,mean,
,fail rate, reached goal, tracking RMSE, path length, planning rate, fail rate, reached goal, tracking RMSE, path length, planning rate, fail rate, reached goal, tracking RMSE, path length, planning rate
0,100.0,0.0,2.601482593987889,100.78565541622655,150.0,100.0,0.0,1.5500794113377845,15.247136242937591,100.0,100.0,0.0,1.5198264734450155,54.47560429062037,100.0,
1,100.0,0.0,1.7715112078810349,129.80007233339583,100.0,100.0,0.0,1.3851785764567603,13.21449591556194,150.0,100.0,0.0,3.9217645623756687,85.97560703608382,150.0,
2,100.0,0.0,2.9808413500963202,76.36272787220098,150.0,100.0,0.0,1.2286616957146674,13.577614495759596,150.0,100.0,0.0,1.9091249439877598,19.134763850026822,150.0,
