Goal #,robust,robust,robust,robust,robust,naive,naive,naive,naive,naive,mean,mean,mean,mean,mean,
,fail rate, reached goal, tracking RMSE, path length, planning rate, fail rate, reached goal, tracking RMSE, path length, planning rate, fail rate, reached goal, tracking RMSE, path length, planning rate
0,-,-,-,-,0,100.0,0.0,3.3919215591129497,51.961266590268,50.0,-,-,-,-,0,
1,-,-,-,-,0,100.0,0.0,2.4274283416560745,38.27511453489352,50.0,-,-,-,-,0,
2,-,-,-,-,0,100.0,0.0,3.410972243287454,47.364832357940834,50.0,-,-,-,-,0,
3,-,-,-,-,0,0.0,0.0,5.385992780550166,35.66245440699847,50.0,90.0,0.0,7.776658271681276,71.351223994574,50.0,
4,60.0,40.0,1.8589942014333318,61.836533034465454,50.0,100.0,0.0,1.3799646304715,39.919401781667,50.0,100.0,0.0,1.9953713696631492,42.51648766239138,50.0,
