Goal #,robust,robust,robust,robust,robust,naive,naive,naive,naive,naive,mean,mean,mean,mean,mean,
,fail rate, reached goal, tracking RMSE, path length, planning rate, fail rate, reached goal, tracking RMSE, path length, planning rate, fail rate, reached goal, tracking RMSE, path length, planning rate
0,10.0,90.0,1.0460804293434987,71.31671233138778,50.0,0.0,100.0,0.6007865195014942,67.77011898939307,50.0,-,-,-,-,0,
1,25.0,75.0,1.154132144553456,68.98084636768351,50.0,22.222222222222214,33.33333333333333,1.192069684355954,58.11420957974542,50.0,-,-,-,-,0,
